T-R Separation Distance (m),Time Delay (ns),Received Power (dBm), Phase (rad),Azimuth AoD (degree),Elevation AoD (degree),Azimuth AoA (degree),Elevation AoA (degree),Path Loss (dB),RMS Delay Spread (ns),Classes
38.2,182,-71.9,0.1,266,-23.4,114.2,25,101.6,13.7,1
38.2,190,-78.5,6,265,-16.3,103.3,6,107.7,18.8,1
38.2,192,-73.6,5.9,251,-17.2,100.4,20,99.6,29.2,1
38.2,197,-77.1,2.8,257,-16.7,103,22,100.9,31.8,1
38.2,207,-75.9,1.2,245,-15.1,98,-5,97.6,16.5,1
38.2,232,-67.6,2.6,238,-18.1,79.4,26,97.6,5.8,1
38.2,237,-74.9,0,261,-17.9,113.8,19,103.8,31.3,1
38.2,240,-81.8,1.8,259,-16.9,104.2,22,102.3,35.5,1
38.2,302,-86.9,6.2,252,-14.3,89.3,22,107.8,60.4,1
38.2,305,-90.1,1.2,239,-21.2,75.9,17,110.3,29.4,1
38.2,308,-90.5,5.7,258,-16.7,88.7,16,102.9,30.3,1
38.2,306,-86,0.5,248,-18.5,82.1,41,115,61.1,1
38.2,314,-100.6,2,248,-16.9,88.7,14,102.4,21.2,1
38.2,315,-93.1,1.7,248,-16.8,82.1,21,111.5,48.4,1
38.2,315,-99.5,6,264,-17.1,82.7,35,115.2,35,1
38.2,320,-103.7,6.2,269,-16.5,85.7,20,116.5,42.4,1
38.2,324,-90,2.1,252,-17.3,82.1,16,112.2,78.4,1
38.2,327,-89.9,0.1,263,-20.7,92.4,15,103.8,34.6,1
38.2,327,-97,1.9,243,-10.3,93.3,34,122.6,79.6,0
38.2,330,-105.9,5.4,255,-23.9,78.9,24,118.8,50.6,1
38.2,336,-102.2,1.7,256,-16.8,92.2,8,101.4,15.7,1
38.2,336,-95.5,1.1,239,-16,78.3,23,99.9,8.1,1
38.2,338,-101,2.7,246,-18.3,79.9,29,104.7,12.7,1
38.2,342,-99.7,5,254,-16.1,93.9,21,101.7,31.6,1
38.2,345,-107.8,3.9,263,-13,99.1,21,111.2,38,1
38.2,346,-104.5,0.9,251,-21.3,83,28,116.3,50.7,1
38.2,349,-103.2,3.4,257,-13.2,88.2,27,116.9,74.1,1
38.2,353,-101.4,1,269,-16.8,78.9,16,119.1,55.2,1
38.2,356,-99.9,3.3,245,-16.8,90.1,18,107,33.1,1
38.2,431,-123.3,4.6,244,-10.3,92.4,20,115.6,50.2,1
38.2,433,-119.2,1.1,220,-16.5,65.8,19,135.3,60.3,0
38.2,436,-99.9,5.6,239,-20.3,75.3,26,100.2,8.8,1
38.2,439,-125.9,2.9,242,-18.1,70.3,28,109.7,16.9,1
38.2,445,-117.4,1.9,252,-14.3,96.3,22,103.3,34.5,1
38.2,449,-127.8,5.9,242,-20.9,85.8,19,110.5,35.5,1
38.2,449,-114.9,1.5,260,-9,68.2,45,126.8,41,0
38.2,458,-115.4,0.4,240,-17,83.6,16,113.4,38.2,1
38.2,461,-123.9,0.1,251,-19.9,85.9,23,112.7,67.7,1
38.2,465,-129.7,5.5,234,-13.2,85.7,29,108.2,7.9,1
38.2,471,-123.1,1.4,259,-17.1,70,14,114.6,14,1
38.2,476,-134.1,4.1,262,-15.6,101.5,19,106,37.2,1
38.2,481,-130.7,5.7,256,-10,108.9,17,113.8,32.1,1
38.2,485,-127.3,4.8,257,-14.8,84.9,14,109.1,49.1,1
38.2,489,-144.2,2.3,241,-18.4,74.1,17,111,28.4,1
38.2,493,-134,1.7,271,-13.4,85.9,23,117.6,27.3,1
38.2,497,-137.8,6.1,239,-15,73.6,29,103.6,8.2,1
38.2,504,-134.9,5.5,241,-15.9,90.6,19,114.6,54.6,1
38.2,508,-133.3,5.4,256,-16.3,61.5,16,117.3,15.1,1
38.2,512,-142.1,6,251,-14.2,97.7,29,112.8,30.1,1
38.2,518,-145.3,0.9,263,-12.8,79.5,22,119.5,39.1,1
38.2,524,-140.1,0.4,252,-15.6,70.1,14,119.9,30,1
38.2,528,-134.9,5.4,246,-14.7,83.4,18,113,61.9,1
38.2,531,-143.2,3.7,262,-18,87,34,114.3,25,1
38.2,538,-144,5.3,248,-22.3,94.7,22,105.7,26.5,1
38.2,544,-160,5,246,-20.8,59.6,12,118.2,17.5,1
38.2,547,-147.7,3.1,241,-15.7,95.4,31,122.8,53.3,0
38.2,553,-152.1,3,249,-17.7,101,28,109.3,26,1
38.2,558,-151.3,2.2,251,-19.3,87.6,27,115.7,71.4,1
38.2,565,-151.4,3.6,254,-12,90.4,14,103.4,21.9,1
38.6,121,-67,1.2,284,-32.6,101.9,8,96.7,12.4,1
38.6,129,-72.1,0.9,273,-24.2,111.7,-9,102.1,0.9,1
38.6,129,-93.2,3.2,281,-21.9,60.3,4,122.5,12.4,0
38.6,131,-79.8,5,257,-21.2,100.9,13,109.6,10.1,1
38.6,134,-87.9,4.5,289,-23.3,103.7,18,115.2,17.3,1
38.6,139,-79.6,4.3,253,-37.4,74.1,9,109.6,0.2,1
38.6,143,-85.5,0.5,260,-24.6,109.3,20,114.5,24.1,1
38.6,146,-82.5,6.2,264,-20.9,150.6,61,112.5,2.4,1
38.6,148,-81.8,3.2,285,-25.9,91.8,27,111.7,2.8,1
38.6,161,-86.4,2.7,250,-16.3,101.4,1,115.8,15.3,1
38.6,165,-89.9,5.7,240,-25.4,53.9,3,119.9,1.2,1
38.6,168,-69.4,4.2,279,-26.1,101,10,98.4,18.5,1
38.6,170,-94.1,5.2,278,-15.2,100.1,23,123.3,6,0
38.6,174,-90.1,3.6,275,-14.4,110.6,35,120.1,3,0
38.6,181,-92.6,6.2,271,-25.8,121.9,24,121.7,21.9,0
38.6,189,-90.9,6,270,-17.9,109.6,5,120,19.3,1
38.6,192,-88.5,5.7,254,-18.6,105.4,19,114.4,30.6,1
38.6,197,-91.1,2.7,260,-17.9,107.9,21,116.1,33.8,1
38.6,207,-91.1,1.3,247,-16.7,103.2,-4,118.1,23.6,1
38.6,230,-101.2,2.3,240,-19.7,82.9,24,130.8,25.6,0
38.6,236,-84.5,6.2,264,-18.9,117.9,19,114.3,16.2,1
38.6,239,-98.5,1.6,262,-17.9,108.2,21,117,36,1
38.6,301,-111.5,6,254,-15.1,92.2,21,130.7,74.5,0
38.6,304,-105.3,1.1,240,-22.6,78.2,16,134.2,47.8,0
38.6,307,-119.4,5.5,260,-17.6,91.4,15,123.2,26,0
38.6,304,-120.2,0.2,250,-19.8,85.7,39,141.3,60.1,0
38.6,313,-106.2,1.9,250,-17.9,91.4,14,127.2,67.8,0
38.6,314,-104.4,1.5,250,-17.8,84.7,20,132.8,52.9,0
38.6,313,-119.2,5.7,267,-18.3,86.1,33,136.9,52.3,0
38.6,319,-111.9,6,273,-17.5,88.9,19,133.7,65.8,0
38.6,323,-109.8,2,254,-18.5,84.8,15,134.4,79.9,0
38.6,326,-110.1,0,266,-21.6,95,14,121.7,27.8,0
38.6,325,-114.9,1.6,245,-10.9,96.6,32,142.1,86.4,0
38.6,329,-110.7,5.1,257,-25.5,81.5,23,136.9,94.7,0
38.6,336,-128.1,1.6,258,-17.8,95.3,8,117.9,10.6,1
38.6,335,-115.2,0.9,239,-17.2,80.7,21,132.8,36.2,0
38.6,336,-114.5,2.4,247,-19.4,82.4,28,135.8,58.5,0
38.6,341,-110.4,4.8,256,-17.2,97.1,20,118.8,29.3,1
38.6,344,-117.2,3.8,265,-13.5,101.7,20,127,41.5,0
38.6,345,-122.1,0.7,252,-22.4,85.4,27,137.4,89.6,0
38.6,348,-120.4,3.2,259,-13.8,90.8,26,138.1,76.9,0
38.6,352,-122.4,0.8,271,-17.4,80.8,15,136.2,49.9,0
38.6,355,-121.1,3.2,246,-17.7,92.6,17,132.6,83.6,0
38.6,430,-123.8,4.5,245,-10.7,94.5,19,139.3,77.6,0
38.6,432,-126.2,0.9,220,-17.4,66.9,18,150.6,131.6,0
38.6,435,-129.5,5.4,240,-21.2,77.1,25,134.8,34.8,0
38.6,438,-134.5,2.6,243,-19.1,71.8,27,144.2,59.4,0
38.6,444,-134.9,1.7,254,-14.8,98.4,22,123.3,38.3,0
38.6,448,-131.5,5.7,243,-21.8,87.8,19,136.4,54.5,0
38.6,446,-136,1.1,261,-9.3,69.8,44,149.7,61,0
38.6,457,-142,0.2,241,-17.7,85.4,15,138.5,53.2,0
38.6,460,-125.6,6.2,253,-20.7,87.8,23,134.9,84.5,0
38.6,463,-132.1,5.3,235,-13.7,87.7,28,140,49,0
38.6,470,-136.4,1.3,261,-17.9,71.3,13,136.9,39.1,0
38.6,475,-139.1,4,264,-16.3,104.1,18,119.2,35.9,1
38.6,480,-147.7,5.6,257,-10.4,111,17,127,29.3,0
38.6,484,-151.3,4.6,258,-15.5,86.9,13,135.2,81.5,0
38.6,488,-147.1,2.1,242,-19.3,75.6,16,136.2,57.4,0
38.6,492,-150.1,1.5,273,-13.8,87.4,23,139,73.7,0
38.6,495,-148.1,5.8,240,-15.7,75.1,28,140.8,40,0
38.6,503,-154.9,5.4,242,-16.6,92.6,18,139.1,78,0
38.6,507,-144.2,5.2,257,-17,62.4,16,139.3,36.7,0
38.6,511,-145.6,5.8,253,-14.8,100.1,28,133.3,30.3,0
38.6,516,-155,0.7,265,-13.2,80.9,21,143.4,56.3,0
38.6,523,-155.4,0.3,253,-16.3,71.3,13,139,30.8,0
38.6,527,-160,5.2,247,-15.2,84.9,17,134.8,50.3,0
38.6,529,-154.2,3.4,264,-18.7,89.2,33,137.2,49.6,0
38.6,537,-160,5.1,249,-23,96.4,21,128.2,34.3,0
38.6,544,-160,4.9,247,-21.8,60.3,12,140.2,18.7,0
38.6,546,-160,2.9,241,-16.4,97.5,30,143.4,70.2,0
38.6,552,-160,2.8,250,-18.4,103.3,27,129.4,19.7,0
38.6,556,-160,1.9,252,-20.1,89.5,26,136.3,85.5,0
38.6,564,-160,3.5,255,-12.4,91.8,14,128.7,46,0
39,121,-57.1,1.2,297,-36.2,112.3,7,87.1,0.9,1
39,129,-60.5,1,279,-26.1,118.5,-8,90.5,0.9,1
39,129,-69.5,3.2,289,-23.6,63,4,99.4,1.2,1
39,130,-58.7,4.9,262,-23.6,107.9,12,88.7,5.2,1
39,133,-70.1,4.4,296,-24.3,109.8,17,99.9,4.1,1
39,139,-59.1,4.2,259,-43.3,79.2,7,89.1,0.1,1
39,142,-74.7,0.4,264,-26.9,116.2,19,101,28.3,1
39,146,-69.1,6.2,268,-22.3,160.9,62,99.1,2,1
39,147,-74.6,3,296,-28.3,100.3,24,104.4,3.7,1
39,161,-68.9,2.7,253,-18.5,108.4,1,98.8,6.2,1
39,164,-63.8,5.6,242,-28.8,55.5,3,93.8,0.5,1
39,167,-73,4.1,287,-28.5,108.4,9,101.4,20.8,1
39,169,-76.8,5,283,-16,105.2,21,106.7,4.1,1
39,173,-73.2,3.4,279,-15.2,116.6,33,103.2,1.4,1
39,180,-77,6.1,277,-28.1,129.9,23,106.8,9.6,1
39,189,-69.3,5.9,275,-19.6,116.3,5,99.2,9.4,1
39,191,-75.3,5.6,257,-20.1,110.5,18,96.8,28.8,1
39,196,-75.9,2.5,263,-19.2,112.9,20,98.7,46.4,1
39,207,-85.2,1.3,249,-18.4,108.6,-4,103.3,11.8,1
39,229,-71.8,2.1,242,-21.4,86.6,23,101.7,8.8,1
39,236,-79.5,6.1,266,-19.9,121.9,19,107.1,38.3,1
39,238,-73.7,1.5,265,-18.9,112.2,21,99.2,47.1,1
39,300,-90.2,5.9,256,-15.9,95.2,20,118.1,63.3,1
39,303,-86.3,0.9,242,-24.1,80.6,15,111.7,45.5,1
39,307,-97.5,5.4,262,-18.4,94.1,14,114.4,61.1,1
39,303,-98.8,6.2,252,-21.3,89.5,36,124.3,76.1,0
39,312,-97.7,1.8,252,-18.8,94.2,13,119.7,80,1
39,313,-85.8,1.3,251,-18.8,87.3,19,112.5,46.4,1
39,312,-93,5.5,270,-19.4,89.8,31,120.7,79.6,0
39,318,-94.7,5.8,276,-18.5,92.3,18,121.4,82.6,0
39,322,-98.4,1.8,256,-19.8,87.7,14,118.4,84.8,1
39,326,-92.6,6.2,268,-22.4,97.6,14,106,30.2,1
39,324,-95.1,1.4,246,-11.5,99.9,31,124.7,45,0
39,328,-91.4,4.9,259,-27.2,84.3,21,117.8,96.3,1
39,335,-96.4,1.5,260,-19,98.5,7,104.8,19.3,1
39,334,-91.8,0.7,240,-18.4,83.2,20,105.2,18,1
39,335,-106.7,2.2,249,-20.4,84.9,26,109.6,20.3,1
39,340,-103,4.6,258,-18.2,100.5,19,105.9,28.5,1
39,343,-108,3.6,267,-14,104.4,20,109.6,49.4,1
39,343,-97,0.4,254,-23.5,88,26,118.1,70.3,1
39,347,-109,3,261,-14.4,93.4,25,123.1,78.6,0
39,352,-119.4,0.7,273,-18,82.7,15,123.2,42.8,0
39,354,-98.7,3,248,-18.6,95.1,16,118.1,52.5,1
39,429,-112.9,4.3,246,-11.1,96.7,19,126.7,72.5,0
39,431,-109.4,0.7,220,-18.3,68,17,137,145.9,0
39,433,-120.4,5.2,241,-22.2,78.8,24,109.2,18.5,1
39,436,-104.3,2.3,244,-20.1,73.4,26,123.4,66.7,0
39,443,-122.9,1.5,255,-15.3,100.6,21,116.1,64.5,1
39,447,-118.3,5.6,244,-22.7,89.7,18,106.4,15.5,1
39,444,-134.2,0.7,263,-9.6,71.5,42,137,47.3,0
39,456,-121.6,0.1,242,-18.4,87.2,15,110.7,24.4,1
39,459,-123,6,254,-21.4,89.7,22,115.8,60.6,1
39,462,-126.2,5.1,235,-14.4,89.8,27,115.8,10,1
39,470,-128.4,1.1,263,-18.8,72.8,12,119.8,26,1
39,474,-127,3.8,265,-17,106.7,18,98.7,34.2,1
39,480,-129.7,5.5,258,-10.7,113,17,111.4,40.3,1
39,484,-125.5,4.5,260,-16.2,88.9,13,121.7,85.8,0
39,487,-136.7,1.9,243,-20.3,77.1,16,115.7,50.7,1
39,491,-133.9,1.3,275,-14.1,89.1,22,125.9,65.8,0
39,494,-132,5.5,240,-16.5,76.7,26,118.1,28.7,1
39,502,-124.6,5.2,242,-17.3,94.7,18,114.7,23.3,1
39,506,-135.4,5.1,259,-17.8,63.2,15,122.7,27.7,0
39,510,-132.4,5.5,254,-15.4,102.6,27,123.5,54.8,0
39,515,-133.3,0.5,266,-13.5,82.4,21,128.1,54.4,0
39,522,-134.8,0.2,255,-17,72.6,13,124,25.1,0
39,526,-149.5,5.1,248,-15.7,86.4,17,112.9,40.4,1
39,528,-152.9,3.2,266,-19.4,91.5,32,119.9,75.8,1
39,536,-146,5,250,-23.8,98.2,21,121.7,67.3,0
39,543,-147.1,4.8,248,-22.7,61,11,114.4,7.2,1
39,545,-137.9,2.6,242,-17.1,99.7,29,126.4,60.6,0
39,551,-147.6,2.6,251,-19.1,105.6,27,120.9,29.3,0
39,555,-144.6,1.7,253,-20.9,91.4,25,117.3,60,1
39,564,-150.7,3.4,256,-12.7,93.4,13,123.5,70.4,0
39.4,121,-72.4,1.1,311,-38.8,123.9,7,102.4,0.6,1
39.4,130,-76.1,1,285,-27.7,125,-8,106.1,1,1
39.4,129,-78.2,3.2,297,-24.9,65.9,3,108.2,1.1,1
39.4,130,-75.7,4.9,267,-25.9,114.9,11,105.6,5.8,1
39.4,133,-78,4.3,303,-25,115.8,16,107.6,6.9,1
39.4,138,-62.1,4.2,267,-49.6,85.1,6,92.1,0,1
39.4,141,-75.6,0.3,269,-29.2,122.9,18,105.4,9,1
39.4,147,-78.6,0,272,-23.5,170,64,108.6,1.2,1
39.4,146,-77.8,2.8,307,-30.1,109.8,21,107.6,3,1
39.4,161,-77.6,2.7,257,-20.8,115.7,1,107.5,8.5,1
39.4,164,-74.7,5.6,245,-32.5,57.2,2,104.7,0.4,1
39.4,167,-76.5,4.1,296,-30.6,116.4,9,106.4,4.9,1
39.4,168,-79.3,4.9,288,-16.7,110.3,21,109.3,1.3,1
39.4,172,-70.9,3.3,283,-15.9,122.4,33,100.9,0.2,1
39.4,180,-83.9,6,284,-30.4,138.1,23,113.8,3.5,1
39.4,189,-88.7,5.9,281,-21.3,123.3,5,118.2,16.7,1
39.4,190,-97.2,5.5,260,-21.6,115.6,17,116.1,34.9,1
39.4,195,-91.4,2.4,267,-20.4,117.8,20,113.4,44.5,1
39.4,208,-86.4,1.3,252,-20.3,114.2,-4,111.8,22.4,1
39.4,228,-82.3,1.9,243,-23.2,90.5,21,112.3,5.9,1
39.4,235,-87.2,6,269,-20.8,125.9,18,112.7,45.5,1
39.4,238,-89.7,1.3,267,-19.8,116.3,20,114.4,46.4,1
39.4,299,-117.6,5.7,258,-16.7,98.2,20,134.5,76,0
39.4,302,-97.3,0.8,243,-25.7,83.2,14,122.5,57.4,0
39.4,306,-101.3,5.3,264,-19.2,96.9,14,130.2,61.6,0
39.4,301,-93.1,5.9,255,-22.9,93.5,34,123,24.7,0
39.4,312,-106.2,1.7,253,-19.8,97.1,13,131.7,67.8,0
39.4,312,-101.1,1.1,253,-19.9,90,18,124.8,44.7,0
39.4,310,-114.2,5.2,274,-20.6,93.7,29,135.8,61.5,0
39.4,318,-108.9,5.7,280,-19.5,95.9,17,131.7,59.9,0
39.4,321,-110.4,1.7,259,-21.1,90.8,13,128.9,78.1,0
39.4,325,-125.4,6.1,270,-23.2,100.2,13,131,65.8,0
39.4,323,-106.8,1.1,247,-12.1,103.2,30,136.4,48.6,0
39.4,327,-113,4.7,262,-29,87.3,20,134.8,75.5,0
39.4,335,-122.1,1.5,262,-20.1,101.9,7,132.4,68.6,0
39.4,333,-105.7,0.5,241,-19.7,85.9,19,117.4,17.3,1
39.4,333,-112.4,2,250,-21.5,87.5,25,121.2,19,0
39.4,339,-108.4,4.5,261,-19.3,104.1,18,131.1,83.6,0
39.4,343,-114.1,3.5,269,-14.4,107.1,19,129.9,57.3,0
39.4,342,-115.8,0.2,256,-24.6,90.5,25,129.4,53.8,0
39.4,345,-128.8,2.8,263,-15,96,24,139.3,71.3,0
39.4,351,-111.8,0.6,276,-18.6,84.7,14,128.7,47.2,0
39.4,354,-115.3,2.9,249,-19.5,97.7,16,126.9,31.4,0
39.4,428,-125.2,4.1,247,-11.6,98.9,18,138.4,53.4,0
39.4,430,-136.1,0.5,219,-19.3,69.3,16,149.6,46.1,0
39.4,432,-120.6,4.9,242,-23.3,80.6,23,124.4,23.5,0
39.4,435,-124,2.1,245,-21.2,75.1,24,140,70.3,0
39.4,442,-127.3,1.4,256,-15.9,102.7,21,135.8,81.4,0
39.4,446,-123.1,5.4,245,-23.6,91.7,18,114.6,9.2,1
39.4,442,-125.7,0.3,265,-10,73.2,40,148.2,113.9,0
39.4,456,-124.7,6.2,243,-19.2,89.1,14,120.3,30,0
39.4,458,-118.7,5.8,255,-22.2,91.6,21,127.4,50.4,0
39.4,460,-138.6,4.8,236,-15,92,26,130.1,12.1,0
39.4,469,-127.3,1,265,-19.6,74.3,12,135.3,39.1,0
39.4,473,-122.5,3.7,267,-17.6,109.5,17,120,46.3,1
39.4,479,-123.2,5.4,260,-11,115,17,131,46.7,0
39.4,483,-145.2,4.4,262,-16.9,91,12,129,69.8,0
39.4,486,-128.3,1.8,243,-21.3,78.6,15,129.1,64.4,0
39.4,490,-140.7,1.1,276,-14.4,90.7,21,135.6,42.4,0
39.4,492,-140.3,5.3,241,-17.3,78.3,25,136.4,41.6,0
39.4,501,-148.3,5.1,243,-18.1,96.8,17,122.4,10.1,0
39.4,506,-143,4.9,261,-18.6,64.2,14,138.2,28.3,0
39.4,509,-140.4,5.4,255,-16.1,105.1,27,137.1,62.6,0
39.4,514,-150.3,0.4,268,-13.9,83.8,20,141.1,56.4,0
39.4,521,-144.3,0,256,-17.8,73.9,12,136.5,27.1,0
39.4,526,-139.4,4.9,249,-16.3,88,17,124.4,36.6,0
39.4,526,-146.4,2.9,267,-20.2,93.8,31,135.4,61.7,0
39.4,535,-144.6,4.8,251,-24.5,100,20,129.3,28.4,0
39.4,542,-160,4.7,249,-23.8,61.7,11,126.2,9.5,0
39.4,543,-153,2.4,243,-17.7,102,28,136.1,45.4,0
39.4,550,-153.1,2.5,252,-19.9,107.9,26,135.8,41.9,0
39.4,554,-156.5,1.5,254,-21.7,93.4,24,127.1,45.1,0
39.4,563,-155.8,3.2,257,-13.1,94.9,13,135.1,83.1,0
39.8,121,-67.6,1.1,328,-39.6,136.5,6,97.6,0.8,1
39.8,130,-60.6,1.1,291,-29,131.2,-8,90.6,1,1
39.8,128,-64.1,3.1,306,-25.8,69,3,94.1,0.1,1
39.8,130,-63.4,4.8,273,-28.1,121.9,11,93.4,4.1,1
39.8,132,-72.6,4.2,309,-25.4,121.5,16,102.5,2.6,1
39.8,138,-67.2,4.1,278,-55.9,92,5,97.2,0.1,1
39.8,141,-76.5,0.2,274,-31.2,129.4,18,103.7,22.3,1
39.8,148,-70,0.2,275,-24.7,178,67,100,1.6,1
39.8,145,-81,2.7,320,-31,120.3,19,110.6,5.7,1
39.8,160,-84.8,2.7,261,-23.4,123.5,1,114.3,9.8,1
39.8,164,-84.4,5.6,249,-36.5,59.1,2,114.4,3.1,1
39.8,167,-82.9,4,306,-32.3,125,8,111.3,16,1
39.8,168,-69.5,4.8,293,-17.3,115.3,20,99.5,1,1
39.8,171,-88,3.1,288,-16.6,128,32,117.7,4.1,1
39.8,180,-74.5,6,291,-32.4,146.3,23,104.4,6.5,1
39.8,189,-71.4,5.9,287,-22.9,130.6,5,101.2,11.3,1
39.8,190,-83.8,5.4,264,-23.1,120.7,17,108,41.9,1
39.8,195,-86,2.3,270,-21.6,122.6,19,104.4,50.7,1
39.8,208,-101.1,1.4,255,-22.3,120.1,-4,122.9,19.5,0
39.8,227,-87.8,1.7,245,-25.1,94.5,20,117.7,13.7,1
39.8,235,-75.3,5.9,272,-21.7,129.7,18,104.1,41,1
39.8,237,-79.2,1.2,270,-20.8,120.3,20,105.8,49.3,1
39.8,298,-93.6,5.5,260,-17.6,101.3,19,122.4,20.9,0
39.8,302,-97.9,0.7,245,-27.3,85.8,13,126.3,46.5,0
39.8,305,-99.8,5.2,267,-20.1,99.7,13,125,63,0
39.8,299,-97.6,5.6,257,-24.5,97.6,32,127.4,25.7,0
39.8,311,-96.6,1.6,255,-20.8,99.9,12,124.2,32,0
39.8,311,-92.1,1,255,-20.9,92.7,17,121.2,27.2,0
39.8,309,-98.6,5,278,-21.7,97.8,28,125.1,83,0
39.8,317,-99.2,5.6,284,-20.5,99.8,16,126.3,78.7,0
39.8,321,-100.3,1.6,261,-22.5,94,12,125.1,67.8,0
39.8,324,-94.1,6,273,-24,102.8,13,120.8,93.1,0
39.8,321,-95.3,0.9,249,-12.8,106.6,29,125.3,19.3,0
39.8,326,-113.8,4.6,265,-30.8,90.4,19,130.4,58.3,0
39.8,335,-107,1.4,265,-21.3,105.4,7,129.7,84.6,0
39.8,332,-104,0.4,243,-21.1,88.7,18,124.4,39.6,0
39.8,332,-106.5,1.7,252,-22.6,90.1,24,125.5,46.2,0
39.8,339,-101.8,4.4,263,-20.5,107.7,18,125.6,64.7,0
39.8,342,-97.9,3.4,272,-14.9,109.8,19,123.3,64.8,0
39.8,341,-111.6,6.3,258,-25.7,93.2,24,128.7,42,0
39.8,344,-96.3,2.6,265,-15.6,98.6,23,124.5,32.1,0
39.8,350,-112.7,0.4,278,-19.2,86.8,14,130.1,57,0
39.8,353,-110.4,2.8,250,-20.4,100.4,15,125.6,45.1,0
39.8,428,-115.3,4,248,-12.1,101.2,18,136.3,78.5,0
39.8,429,-105.8,0.4,219,-20.4,70.5,16,134.9,113.8,0
39.8,431,-115.7,4.7,243,-24.3,82.5,22,133.4,66,0
39.8,433,-123.9,1.9,246,-22.4,76.8,23,142.2,110.6,0
39.8,441,-124.1,1.2,258,-16.4,104.9,20,125.4,29,0
39.8,445,-124.7,5.3,246,-24.6,93.7,17,118.8,22.2,1
39.8,440,-126.9,6.2,266,-10.3,74.9,39,144.4,84.6,0
39.8,455,-138.6,6.1,244,-20,91,14,125.9,50,0
39.8,457,-129.8,5.6,257,-22.9,93.5,21,123.3,29.4,0
39.8,459,-134.4,4.6,237,-15.6,94.1,26,139.6,53.8,0
39.8,468,-137.4,0.9,268,-20.5,75.8,11,130,47.2,0
39.8,473,-138.8,3.6,269,-18.3,112.2,17,116.3,54.3,1
39.8,478,-134.6,5.3,261,-11.3,117,17,125.1,38.8,0
39.8,483,-140.9,4.3,263,-17.6,93.1,12,127.5,83.2,0
39.8,486,-137.6,1.6,244,-22.3,80.2,14,133.7,46.9,0
39.8,489,-133,0.9,278,-14.7,92.3,21,136.3,75.6,0
39.8,491,-138.8,5.1,242,-18.1,80,24,142.8,113.4,0
39.8,500,-144.4,4.9,244,-18.9,98.9,16,126.1,27.1,0
39.8,505,-150.4,4.8,263,-19.5,65.1,13,135.7,49.1,0
39.8,508,-140.4,5.2,256,-16.7,107.7,26,131.8,58.8,0
39.8,513,-141.3,0.2,269,-14.2,85.3,20,137.9,58.3,0
39.8,521,-139.3,6.2,258,-18.5,75.2,12,137.1,46.8,0
39.8,525,-143.3,4.8,250,-16.8,89.6,16,126.9,48,0
39.8,525,-146.5,2.7,269,-20.9,96.2,30,127.5,77,0
39.8,534,-157.5,4.7,252,-25.2,101.8,20,127.4,41.6,0
39.8,542,-149.5,4.6,250,-24.8,62.4,10,134.1,27.4,0
39.8,542,-156.6,2.2,243,-18.5,104.2,28,132.8,51.1,0
39.8,549,-144.7,2.3,253,-20.6,110.3,26,133.3,76.3,0
39.8,553,-154.9,1.3,256,-22.6,95.4,23,125.3,38.2,0
39.8,563,-158.1,3.1,258,-13.4,96.4,13,128.3,65.5,0
40.3,121,-70.8,1.1,344,-38,149.5,6,100.8,0.3,1
40.3,130,-74.7,1.1,297,-29.9,137,-8,104.7,2.5,1
40.3,128,-62.6,3.1,314,-26.2,72.4,2,92.6,0.3,1
40.3,129,-64.8,4.7,279,-30.1,128.6,11,94.7,8.2,1
40.3,132,-60.9,4.2,315,-25.5,126.9,16,90.9,1.3,1
40.3,138,-53.8,4.1,294,-61.7,99.9,5,83.8,0.1,1
40.3,141,-78,0.2,280,-33.1,135.6,18,104.5,26.5,1
40.3,149,-64.1,0.5,279,-25.6,184.9,70,94.1,1.2,1
40.3,145,-61.9,2.6,332,-30.7,131.5,18,91.9,1.3,1
40.3,160,-75,2.7,266,-26.1,131.4,1,104.9,3.9,1
40.3,164,-76.4,5.6,253,-40.6,61.3,2,106.4,1.1,1
40.3,166,-71.4,4,317,-33.2,134.1,8,101,10.2,1
40.3,167,-70.6,4.7,298,-17.8,120.2,19,100.6,1.7,1
40.3,170,-68.1,3,292,-17.1,133.3,32,98.1,0.3,1
40.3,180,-82.7,6,299,-34.2,154.3,24,112.7,3.3,1
40.3,189,-79,5.9,294,-24.3,138,4,108.9,6.9,1
40.3,189,-73.9,5.3,267,-24.5,125.6,17,102.4,15.9,1
40.3,194,-73.3,2.2,274,-22.7,127.4,19,100,27.3,1
40.3,208,-85.7,1.4,258,-24.4,126.1,-4,114.1,22,1
40.3,226,-76.6,1.5,247,-27,98.7,19,106.6,5.2,1
40.3,235,-69.4,5.9,275,-22.6,133.5,18,98.6,24.5,1
40.3,237,-86.9,1.1,273,-21.7,124.2,20,102.6,21.3,1
40.3,297,-105.9,5.4,262,-18.4,104.5,18,126.9,62.6,0
40.3,301,-86.9,0.5,246,-28.9,88.5,13,116.1,30.5,1
40.3,305,-94.6,5.1,269,-20.9,102.6,13,119.2,83.4,1
40.3,298,-93.7,5.3,260,-26.2,102,31,123.4,31.9,0
40.3,310,-93.2,1.5,257,-21.9,102.9,12,118.4,83.2,1
40.3,310,-96.2,0.8,257,-22,95.5,17,120.2,51.5,0
40.3,308,-92.5,4.8,282,-22.9,102.1,26,120.3,76.7,0
